trace_id,event_id,activity,timestamp,resource
10061280,0,01_HOOFD_0,2014-01-09 23:00:00+00:00,8492512
10061280,1,04_BPT_0,2014-01-09 23:00:00+00:00,8492512
10061280,2,02_DRZ_0,2014-01-09 23:00:00+00:00,8492512
10061280,3,01_HOOFD_0,2014-01-09 23:00:00+00:00,8492512
10061280,4,05_EIND_0,2014-01-09 23:00:00+00:00,8492512
10061280,5,03_GBH_0,2014-01-09 23:00:00+00:00,8492512
10061280,6,01_HOOFD_0,2014-01-09 23:00:00+00:00,8492512
10061280,7,16_LGSV_0,2014-01-09 23:00:00+00:00,8492512
10061280,8,01_HOOFD_0,2014-01-10 08:12:04+00:00,560604
10061280,9,99_NOCODE_0,2014-02-19 23:00:00+00:00,560604
10061280,10,01_HOOFD_1,2014-02-19 23:00:00+00:00,560604
10061280,11,01_HOOFD_2,2014-02-19 23:00:00+00:00,560604
10061280,12,01_HOOFD_4,2014-02-19 23:00:00+00:00,560604
10061280,13,01_HOOFD_3,2014-02-19 23:00:00+00:00,560604
10061280,14,01_HOOFD_4,2014-02-19 23:00:00+00:00,560604
10061280,15,01_HOOFD_1,2014-02-19 23:00:00+00:00,560604
10061280,16,01_HOOFD_3,2014-02-19 23:00:00+00:00,560604
10061280,17,14_VRIJ_0,2014-02-19 23:00:00+00:00,560604
10061280,18,01_HOOFD_1,2014-02-19 23:00:00+00:00,560604
10061280,19,01_HOOFD_2,2014-02-19 23:00:00+00:00,560604
10061280,20,01_HOOFD_4,2014-02-19 23:00:00+00:00,560604
10061280,21,13_CRD_0,2014-02-19 23:00:00+00:00,560604
10061280,22,11_AH_II_0,2014-02-19 23:00:00+00:00,560604
10061280,23,01_HOOFD_4,2014-02-19 23:00:00+00:00,560604
10061280,24,01_HOOFD_3,2014-02-19 23:00:00+00:00,560604
10061280,25,09_AH_I_0,2014-02-19 23:00:00+00:00,560604
10061280,26,01_HOOFD_3,2014-02-19 23:00:00+00:00,560604
10061280,27,08_AWB45_0,2014-02-19 23:00:00+00:00,560604
10061280,28,01_HOOFD_1,2014-02-19 23:00:00+00:00,560604
10061280,29,01_HOOFD_4,2014-02-19 23:00:00+00:00,560604
10061280,30,01_HOOFD_4,2014-02-23 23:00:00+00:00,560602
10061280,31,01_HOOFD_5,2014-02-23 23:00:00+00:00,560602
10061280,32,01_HOOFD_4,2014-02-23 23:00:00+00:00,560602
