trace_id,event_id,activity,timestamp,resource
10009138,0,01_HOOFD_0,2014-04-10 22:00:00+00:00,9264148
10009138,1,01_HOOFD_1,2014-04-13 22:00:00+00:00,9264148
10009138,2,01_HOOFD_0,2014-04-13 22:00:00+00:00,9264148
10009138,3,01_HOOFD_1,2014-04-13 22:00:00+00:00,9264148
10009138,4,01_HOOFD_0,2014-04-13 22:00:00+00:00,9264148
10009138,5,04_BPT_0,2014-04-13 22:00:00+00:00,9264148
10009138,6,02_DRZ_0,2014-04-13 22:00:00+00:00,9264148
10009138,7,01_HOOFD_0,2014-04-14 07:37:17+00:00,9264148
10009138,8,01_HOOFD_4,2014-05-19 22:00:00+00:00,2670601
10009138,9,01_HOOFD_2,2014-05-19 22:00:00+00:00,2670601
10009138,10,01_HOOFD_3,2014-05-19 22:00:00+00:00,2670601
10009138,11,01_HOOFD_2,2014-05-19 22:00:00+00:00,2670601
10009138,12,01_HOOFD_4,2014-05-19 22:00:00+00:00,2670601
10009138,13,01_HOOFD_3,2014-05-19 22:00:00+00:00,2670601
10009138,14,01_HOOFD_1,2014-05-19 22:00:00+00:00,2670601
10009138,15,01_HOOFD_4,2014-05-19 22:00:00+00:00,2670601
10009138,16,01_HOOFD_1,2014-05-19 22:00:00+00:00,2670601
10009138,17,01_HOOFD_4,2014-05-19 22:00:00+00:00,2670601
10009138,18,08_AWB45_0,2014-05-19 22:00:00+00:00,2670601
10009138,19,01_HOOFD_4,2014-05-19 22:00:00+00:00,2670601
10009138,20,13_CRD_0,2014-05-19 22:00:00+00:00,2670601
10009138,21,11_AH_II_0,2014-05-19 22:00:00+00:00,2670601
10009138,22,01_HOOFD_4,2014-05-19 22:00:00+00:00,2670601
10009138,23,01_HOOFD_3,2014-05-19 22:00:00+00:00,2670601
10009138,24,09_AH_I_0,2014-05-19 22:00:00+00:00,2670601
10009138,25,01_HOOFD_3,2014-05-19 22:00:00+00:00,2670601
10009138,26,01_HOOFD_2,2014-05-19 22:00:00+00:00,2670601
10009138,27,01_HOOFD_4,2014-05-19 22:00:00+00:00,2670601
10009138,28,01_HOOFD_4,2014-06-03 22:00:00+00:00,560912
10009138,29,01_HOOFD_5,2014-06-03 22:00:00+00:00,560912
10009138,30,01_HOOFD_4,2014-06-03 22:00:00+00:00,560912
10009138,31,01_HOOFD_5,2014-06-04 22:00:00+00:00,560912
10051383,0,01_HOOFD_0,2014-04-16 22:00:00+00:00,560872
10051383,1,01_HOOFD_1,2014-04-16 22:00:00+00:00,560872
10051383,2,01_HOOFD_0,2014-04-16 22:00:00+00:00,560872
10051383,3,04_BPT_0,2014-04-16 22:00:00+00:00,560872
10051383,4,01_HOOFD_0,2014-04-16 22:00:00+00:00,560872
10051383,5,01_HOOFD_1,2014-04-16 22:00:00+00:00,560872
10051383,6,02_DRZ_0,2014-04-16 22:00:00+00:00,560872
10051383,7,01_HOOFD_0,2014-04-17 12:38:13+00:00,560872
10051383,8,08_AWB45_0,2014-05-26 22:00:00+00:00,2670601
10051383,9,01_HOOFD_1,2014-05-26 22:00:00+00:00,2670601
10051383,10,08_AWB45_0,2014-06-12 22:00:00+00:00,2670601
10051383,11,01_HOOFD_1,2014-06-15 22:00:00+00:00,560872
10051383,12,08_AWB45_0,2014-06-15 22:00:00+00:00,560872
10051383,13,01_HOOFD_3,2014-06-23 22:00:00+00:00,2670601
10051383,14,01_HOOFD_5,2014-06-23 22:00:00+00:00,560912
