trace_id,event_id,resource,timestamp,activity,REG_DATE,AMOUNT_REQ
173688,0,10862,2011-10-01 09:45:09.243000+00:00,O_SELECTED_COMPLETE,2011-10-01 00:38:44.546000+02:00,20000
173688,1,10862,2011-10-01 09:45:11.197000+00:00,O_CREATED_COMPLETE,2011-10-01 00:38:44.546000+02:00,20000
173688,2,10862,2011-10-01 09:45:11.380000+00:00,O_SENT_COMPLETE,2011-10-01 00:38:44.546000+02:00,20000
173688,3,11049,2011-10-10 09:33:03.668000+00:00,O_SENT_BACK_COMPLETE,2011-10-01 00:38:44.546000+02:00,20000
173688,4,10629,2011-10-13 08:37:29.226000+00:00,O_ACCEPTED_COMPLETE,2011-10-01 00:38:44.546000+02:00,20000
173691,0,10862,2011-10-01 12:35:46.016000+00:00,O_SELECTED_COMPLETE,2011-10-01 08:08:58.256000+02:00,5000
173691,1,10862,2011-10-01 12:35:47.488000+00:00,O_CREATED_COMPLETE,2011-10-01 08:08:58.256000+02:00,5000
173691,2,10862,2011-10-01 12:35:47.583000+00:00,O_SENT_COMPLETE,2011-10-01 08:08:58.256000+02:00,5000
173691,3,11120,2011-10-03 14:56:17.731000+00:00,O_SELECTED_COMPLETE,2011-10-01 08:08:58.256000+02:00,5000
173691,4,11120,2011-10-03 14:56:17.731000+00:00,O_CANCELLED_COMPLETE,2011-10-01 08:08:58.256000+02:00,5000
173691,5,11120,2011-10-03 14:56:19.613000+00:00,O_CREATED_COMPLETE,2011-10-01 08:08:58.256000+02:00,5000
173691,6,11120,2011-10-03 14:56:19.645000+00:00,O_SENT_COMPLETE,2011-10-01 08:08:58.256000+02:00,5000
173691,7,11049,2011-10-10 08:14:43.775000+00:00,O_SENT_BACK_COMPLETE,2011-10-01 08:08:58.256000+02:00,5000
173691,8,10809,2011-10-10 12:17:26.306000+00:00,O_ACCEPTED_COMPLETE,2011-10-01 08:08:58.256000+02:00,5000
173694,0,11201,2011-10-03 11:40:14.632000+00:00,O_SELECTED_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,1,11201,2011-10-03 11:40:15.605000+00:00,O_CREATED_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,2,11201,2011-10-03 11:40:15.651000+00:00,O_SENT_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,3,11201,2011-10-03 11:44:17.619000+00:00,O_SELECTED_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,4,11201,2011-10-03 11:44:17.619000+00:00,O_CANCELLED_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,5,11201,2011-10-03 11:44:19.671000+00:00,O_CREATED_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,6,11201,2011-10-03 11:44:19.719000+00:00,O_SENT_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,7,10861,2011-10-17 17:43:53.587000+00:00,O_SELECTED_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,8,10861,2011-10-17 17:43:53.587000+00:00,O_CANCELLED_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,9,10861,2011-10-17 17:43:55.219000+00:00,O_CREATED_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,10,10861,2011-10-17 17:43:55.387000+00:00,O_SENT_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,11,11049,2011-11-02 08:15:16.203000+00:00,O_SENT_BACK_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173694,12,10609,2011-11-04 15:04:52.611000+00:00,O_ACCEPTED_COMPLETE,2011-10-01 08:10:30.287000+02:00,7000
173715,0,10912,2011-10-01 10:30:20.556000+00:00,O_SELECTED_COMPLETE,2011-10-01 09:59:10.501000+02:00,45000
173715,1,10912,2011-10-01 10:30:21.780000+00:00,O_CREATED_COMPLETE,2011-10-01 09:59:10.501000+02:00,45000
173715,2,10912,2011-10-01 10:30:21.806000+00:00,O_SENT_COMPLETE,2011-10-01 09:59:10.501000+02:00,45000
173715,3,10899,2011-10-10 10:54:03.401000+00:00,O_SENT_BACK_COMPLETE,2011-10-01 09:59:10.501000+02:00,45000
173715,4,10138,2011-10-13 09:05:24.620000+00:00,O_DECLINED_COMPLETE,2011-10-01 09:59:10.501000+02:00,45000
173718,0,10862,2011-10-01 08:44:40.725000+00:00,O_SELECTED_COMPLETE,2011-10-01 10:37:39.362000+02:00,15000
173718,1,10862,2011-10-01 08:44:42.707000+00:00,O_CREATED_COMPLETE,2011-10-01 10:37:39.362000+02:00,15000
173718,2,10862,2011-10-01 08:44:42.734000+00:00,O_SENT_COMPLETE,2011-10-01 10:37:39.362000+02:00,15000
173718,3,10862,2011-10-01 08:46:52.915000+00:00,O_SELECTED_COMPLETE,2011-10-01 10:37:39.362000+02:00,15000
173718,4,10862,2011-10-01 08:46:52.915000+00:00,O_CANCELLED_COMPLETE,2011-10-01 10:37:39.362000+02:00,15000
173718,5,10862,2011-10-01 08:46:54.210000+00:00,O_CREATED_COMPLETE,2011-10-01 10:37:39.362000+02:00,15000
173718,6,10862,2011-10-01 08:46:54.233000+00:00,O_SENT_COMPLETE,2011-10-01 10:37:39.362000+02:00,15000
173718,7,11049,2011-10-10 08:55:04.984000+00:00,O_SENT_BACK_COMPLETE,2011-10-01 10:37:39.362000+02:00,15000
173718,8,10972,2011-10-27 07:17:53.327000+00:00,O_ACCEPTED_COMPLETE,2011-10-01 10:37:39.362000+02:00,15000
173721,0,10939,2011-10-01 09:20:47.605000+00:00,O_SELECTED_COMPLETE,2011-10-01 11:07:34.279000+02:00,9000
173721,1,10939,2011-10-01 09:20:49.026000+00:00,O_CREATED_COMPLETE,2011-10-01 11:07:34.279000+02:00,9000
173721,2,10939,2011-10-01 09:20:49.058000+00:00,O_SENT_COMPLETE,2011-10-01 11:07:34.279000+02:00,9000
173721,3,11029,2011-10-06 07:49:46.110000+00:00,O_SENT_BACK_COMPLETE,2011-10-01 11:07:34.279000+02:00,9000
173721,4,11009,2011-10-10 14:28:25.531000+00:00,O_DECLINED_COMPLETE,2011-10-01 11:07:34.279000+02:00,9000
173730,0,11203,2011-10-01 13:40:08.254000+00:00,O_SELECTED_COMPLETE,2011-10-01 12:36:08.943000+02:00,15000
173730,1,11203,2011-10-01 13:40:09.986000+00:00,O_CREATED_COMPLETE,2011-10-01 12:36:08.943000+02:00,15000
173730,2,11203,2011-10-01 13:40:10.012000+00:00,O_SENT_COMPLETE,2011-10-01 12:36:08.943000+02:00,15000
173730,3,11029,2011-10-14 08:21:08.195000+00:00,O_SENT_BACK_COMPLETE,2011-10-01 12:36:08.943000+02:00,15000
173730,4,10972,2011-10-21 07:08:14.250000+00:00,O_ACCEPTED_COMPLETE,2011-10-01 12:36:08.943000+02:00,15000
173736,0,11203,2011-10-01 14:05:26.312000+00:00,O_SELECTED_COMPLETE,2011-10-01 13:01:58.813000+02:00,15000
173736,1,11203,2011-10-01 14:05:27.699000+00:00,O_CREATED_COMPLETE,2011-10-01 13:01:58.813000+02:00,15000
173736,2,11203,2011-10-01 14:05:27.739000+00:00,O_SENT_COMPLETE,2011-10-01 13:01:58.813000+02:00,15000
173736,3,10982,2011-10-04 10:59:20.034000+00:00,O_SELECTED_COMPLETE,2011-10-01 13:01:58.813000+02:00,15000
173736,4,10982,2011-10-04 10:59:20.034000+00:00,O_CANCELLED_COMPLETE,2011-10-01 13:01:58.813000+02:00,15000
173736,5,10982,2011-10-04 10:59:21.264000+00:00,O_CREATED_COMPLETE,2011-10-01 13:01:58.813000+02:00,15000
173736,6,10982,2011-10-04 10:59:21.304000+00:00,O_SENT_COMPLETE,2011-10-01 13:01:58.813000+02:00,15000
173736,7,10899,2011-10-10 11:33:58.634000+00:00,O_SENT_BACK_COMPLETE,2011-10-01 13:01:58.813000+02:00,15000
173736,8,11169,2011-10-13 09:36:52.601000+00:00,O_SELECTED_COMPLETE,2011-10-01 13:01:58.813000+02:00,15000
