trace_id,event_id,activity,timestamp,resource
10358444,0,01_HOOFD_0,2012-03-22 09:26:08+00:00,560530
10358444,1,03_GBH_0,2012-03-22 09:26:09+00:00,560530
10358444,2,05_EIND_0,2012-03-22 09:26:09+00:00,560530
10358444,3,01_HOOFD_0,2012-03-22 09:26:15+00:00,560530
10358444,4,02_DRZ_0,2012-03-22 09:26:15+00:00,560530
10358444,5,04_BPT_0,2012-03-22 09:26:24+00:00,560530
10358444,6,01_HOOFD_0,2012-12-19 08:44:52+00:00,4634935
10358444,7,01_HOOFD_1,2012-12-19 08:46:43+00:00,4634935
10358444,8,08_AWB45_0,2013-02-14 13:28:49+00:00,4634935
10358444,9,01_HOOFD_1,2013-02-14 13:28:55+00:00,4634935
10358444,10,08_AWB45_0,2013-04-18 09:42:26+00:00,4634935
10358444,11,01_HOOFD_1,2013-04-18 09:42:27+00:00,4634935
10358444,12,01_HOOFD_2,2013-04-18 09:42:35+00:00,4634935
10358444,13,01_HOOFD_1,2013-04-18 09:42:36+00:00,4634935
10358444,14,09_AH_I_0,2013-04-18 09:42:36+00:00,4634935
10358444,15,01_HOOFD_3,2013-04-18 09:42:36+00:00,4634935
10358444,16,01_HOOFD_2,2013-04-18 09:42:36+00:00,4634935
10358444,17,01_HOOFD_3,2013-04-18 09:42:37+00:00,4634935
10358444,18,01_HOOFD_4,2013-04-18 09:42:45+00:00,4634935
10358444,19,10_UOV_1,2013-05-05 22:00:00+00:00,560532
10358444,20,10_UOV_0,2013-05-05 22:00:00+00:00,560532
10358444,21,01_HOOFD_4,2013-05-05 22:00:00+00:00,560532
10358444,22,10_UOV_0,2013-05-05 22:00:00+00:00,560532
10358444,23,10_UOV_1,2013-05-05 22:00:00+00:00,560532
10358444,24,01_HOOFD_4,2013-05-05 22:00:00+00:00,560532
10358444,25,11_AH_II_0,2013-05-05 22:00:00+00:00,560532
10358444,26,10_UOV_2,2013-05-05 22:00:00+00:00,560532
10358444,27,10_UOV_1,2013-05-05 22:00:00+00:00,560532
10358444,28,10_UOV_0,2013-05-12 22:00:00+00:00,560532
10358444,29,01_HOOFD_4,2013-08-18 22:00:00+00:00,560532
10358444,30,01_HOOFD_5,2013-08-18 22:00:00+00:00,560532
10358444,31,01_HOOFD_4,2013-08-18 22:00:00+00:00,560532
10358444,32,01_HOOFD_5,2013-08-18 22:00:00+00:00,560532
10358444,33,01_HOOFD_4,2013-08-18 22:00:00+00:00,560532
10358444,34,01_BB_7,2013-08-18 22:00:00+00:00,560532
10358444,35,01_HOOFD_4,2013-08-18 22:00:00+00:00,560532
10358444,36,01_BB_6,2013-08-18 22:00:00+00:00,560532
10358444,37,01_HOOFD_8,2013-08-18 22:00:00+00:00,560532
10358444,38,01_HOOFD_5,2013-08-18 22:00:00+00:00,560532
10358444,39,01_BB_7,2013-08-18 22:00:00+00:00,560532
10358444,40,01_BB_6,2013-08-18 22:00:00+00:00,560532
10358444,41,01_BB_7,2013-08-18 22:00:00+00:00,560532
10358444,42,01_HOOFD_4,2013-08-19 06:54:20+00:00,560532
10358444,43,01_HOOFD_5,2013-08-19 07:12:23+00:00,560532
10358444,44,01_HOOFD_4,2013-08-19 07:12:43+00:00,560532
10358444,45,01_HOOFD_5,2013-08-19 07:13:18+00:00,560532
10358444,46,01_BB_7,2013-08-19 07:13:29+00:00,560532
10358444,47,01_HOOFD_8,2013-09-29 22:00:00+00:00,560532
11269753,0,01_HOOFD_0,2012-03-27 09:39:21+00:00,560532
11269753,1,03_GBH_0,2012-03-27 09:39:21+00:00,560532
11269753,2,05_EIND_0,2012-03-27 09:39:21+00:00,560532
11269753,3,01_HOOFD_0,2012-03-27 09:39:27+00:00,560532
11269753,4,02_DRZ_0,2012-03-27 09:39:27+00:00,560532
11269753,5,04_BPT_0,2012-03-27 09:39:36+00:00,560532
11269753,6,01_HOOFD_0,2012-03-27 09:44:19+00:00,560532
11269753,7,01_HOOFD_1,2012-03-27 09:44:20+00:00,560532
11269753,8,06_VD_0,2012-03-27 09:44:20+00:00,560532
11269753,9,07_OPS_0,2012-03-27 09:44:20+00:00,560532
11269753,10,01_HOOFD_0,2012-03-27 09:44:20+00:00,560532
11269753,11,01_HOOFD_1,2012-03-27 09:44:23+00:00,560532
11269753,12,09_AWB45_0,2013-02-05 08:59:00+00:00,560532
11269753,13,01_HOOFD_2,2013-02-05 08:59:01+00:00,560532
11269753,14,01_HOOFD_1,2013-02-05 08:59:01+00:00,560532
11269753,15,01_HOOFD_2,2013-02-05 08:59:03+00:00,560532
11269753,16,01_HOOFD_1,2013-02-05 08:59:04+00:00,560532
11269753,17,09_AH_I_0,2013-02-05 08:59:04+00:00,560532
11269753,18,01_HOOFD_3,2013-02-05 08:59:04+00:00,560532
11269753,19,01_HOOFD_2,2013-02-05 08:59:04+00:00,560532
11269753,20,01_HOOFD_3,2013-02-05 08:59:04+00:00,560532
11269753,21,01_HOOFD_4,2013-02-05 08:59:08+00:00,560532
11269753,22,10_UOV_0,2013-02-05 08:59:14+00:00,560532
11269753,23,01_HOOFD_4,2013-02-05 08:59:14+00:00,560532
11269753,24,10_UOV_0,2013-02-05 10:39:08+00:00,560532
11269753,25,10_UOV_1,2013-02-05 10:39:10+00:00,560532
11269753,26,10_UOV_0,2013-02-10 23:00:00+00:00,560532
11269753,27,10_UOV_1,2013-03-27 12:23:03+00:00,560532
11269753,28,10_UOV_2,2013-03-27 12:23:05+00:00,560532
11269753,29,11_AH_II_0,2013-03-27 12:23:05+00:00,560532
11269753,30,01_HOOFD_4,2013-03-27 12:23:16+00:00,560532
11269753,31,01_HOOFD_5,2013-03-27 12:31:22+00:00,560532
