trace_id,event_id,activity,timestamp,resource
10002357,0,01_HOOFD_0,2014-08-05 22:00:00+00:00,560752
10002357,1,02_DRZ_0,2014-08-05 22:00:00+00:00,560752
10002357,2,01_HOOFD_0,2014-08-05 22:00:00+00:00,560752
10002357,3,01_HOOFD_1,2014-08-05 22:00:00+00:00,560752
10002357,4,01_HOOFD_0,2014-08-05 22:00:00+00:00,560752
10002357,5,04_BPT_0,2014-08-05 22:00:00+00:00,560752
10002357,6,01_HOOFD_1,2014-08-05 22:00:00+00:00,560752
10002357,7,01_HOOFD_0,2014-08-06 06:37:32+00:00,560752
10002357,8,08_AWB45_0,2014-08-18 22:00:00+00:00,1550894
10002357,9,01_HOOFD_4,2014-08-18 22:00:00+00:00,1550894
10002357,10,01_HOOFD_1,2014-08-18 22:00:00+00:00,1550894
10002357,11,01_HOOFD_3,2014-08-18 22:00:00+00:00,1550894
10002357,12,01_HOOFD_4,2014-08-18 22:00:00+00:00,1550894
10002357,13,13_CRD_0,2014-08-18 22:00:00+00:00,1550894
10002357,14,11_AH_II_0,2014-08-18 22:00:00+00:00,1550894
10002357,15,01_HOOFD_4,2014-08-18 22:00:00+00:00,1550894
10002357,16,01_HOOFD_3,2014-08-18 22:00:00+00:00,1550894
10002357,17,09_AH_I_0,2014-08-18 22:00:00+00:00,1550894
10002357,18,01_HOOFD_3,2014-08-18 22:00:00+00:00,1550894
10002357,19,01_HOOFD_2,2014-08-18 22:00:00+00:00,1550894
10002357,20,01_HOOFD_4,2014-08-18 22:00:00+00:00,1550894
10002357,21,01_HOOFD_4,2014-08-19 22:00:00+00:00,560781
10002357,22,01_HOOFD_5,2014-08-19 22:00:00+00:00,560781
10002357,23,01_HOOFD_4,2014-08-19 22:00:00+00:00,560781
10002357,24,01_HOOFD_5,2014-08-19 22:00:00+00:00,560781
10002357,25,01_HOOFD_4,2014-08-19 22:00:00+00:00,560781
10002357,26,01_HOOFD_5,2014-08-20 22:00:00+00:00,560781
10002357,27,01_BB_7,2014-10-06 22:00:00+00:00,560752
10002357,28,01_HOOFD_8,2014-10-06 22:00:00+00:00,560752
10002357,29,01_BB_5,2014-10-06 22:00:00+00:00,560752
10002357,30,01_BB_7,2014-10-07 09:55:52+00:00,560752
10003250,0,01_HOOFD_0,2014-08-05 22:00:00+00:00,560752
10003250,1,02_DRZ_0,2014-08-05 22:00:00+00:00,560752
10003250,2,04_BPT_0,2014-08-05 22:00:00+00:00,560752
10003250,3,01_HOOFD_0,2014-08-05 22:00:00+00:00,560752
10003250,4,01_HOOFD_1,2014-08-05 22:00:00+00:00,560752
10003250,5,01_HOOFD_0,2014-08-06 07:35:43+00:00,560752
10044776,0,01_HOOFD_0,2014-08-13 22:00:00+00:00,560752
10044776,1,02_DRZ_0,2014-08-13 22:00:00+00:00,560752
10044776,2,04_BPT_0,2014-08-13 22:00:00+00:00,560752
10044776,3,01_HOOFD_0,2014-08-13 22:00:00+00:00,560752
10044776,4,01_HOOFD_1,2014-08-13 22:00:00+00:00,560752
10044776,5,01_HOOFD_0,2014-08-14 10:00:38+00:00,560752
10069611,0,01_HOOFD_0,2014-08-19 22:00:00+00:00,560781
10069611,1,02_DRZ_0,2014-08-19 22:00:00+00:00,560781
10069611,2,04_BPT_0,2014-08-19 22:00:00+00:00,560781
10069611,3,01_HOOFD_0,2014-08-19 22:00:00+00:00,560781
10069611,4,04_BPT_0,2014-08-19 22:00:00+00:00,560781
10069611,5,01_HOOFD_0,2014-08-19 22:00:00+00:00,560781
10069611,6,04_BPT_0,2014-08-19 22:00:00+00:00,560781
10069611,7,01_HOOFD_0,2014-08-20 08:27:26+00:00,560781
10069611,8,01_HOOFD_0,2014-08-20 08:32:03+00:00,560752
10069611,9,01_HOOFD_0,2014-08-20 08:32:03+00:00,1550894
10069611,10,01_HOOFD_1,2014-09-16 22:00:00+00:00,560849
10069611,11,08_AWB45_0,2014-09-16 22:00:00+00:00,560849
10069611,12,01_HOOFD_0,2014-09-16 22:00:00+00:00,560849
10069611,13,08_OLO_1,2014-09-16 22:00:00+00:00,560849
10069611,14,08_AWB45_0,2014-09-16 22:00:00+00:00,560849
10069611,15,08_AWB45_0,2014-09-17 11:12:28+00:00,1550894
10069611,16,08_AWB45_0,2014-09-17 11:12:28+00:00,560849
10069611,17,08_AWB45_0,2014-11-12 23:00:00+00:00,560752
10069611,18,08_AWB45_0,2014-11-12 23:00:00+00:00,1550894
10069611,19,08_AWB45_0,2014-11-13 12:38:19+00:00,560752
10069611,20,01_HOOFD_1,2015-01-28 23:00:00+00:00,560849
10069611,21,01_HOOFD_4,2015-01-28 23:00:00+00:00,560849
10069611,22,01_OLO_1,2015-01-28 23:00:00+00:00,560849
10069611,23,01_HOOFD_4,2015-01-28 23:00:00+00:00,560849
10069611,24,01_HOOFD_3,2015-01-28 23:00:00+00:00,560849
10069611,25,01_HOOFD_2,2015-01-28 23:00:00+00:00,560849
10069611,26,01_HOOFD_1,2015-01-28 23:00:00+00:00,560849
10069611,27,08_AWB45_0,2015-01-28 23:00:00+00:00,560849
10069611,28,09_AH_I_0,2015-01-28 23:00:00+00:00,560849
10069611,29,01_HOOFD_4,2015-02-19 23:00:00+00:00,1550894
10069611,30,01_HOOFD_4,2015-02-19 23:00:00+00:00,560752
