,Dataset,Model,Next Step,Next Resource,Last Resource,Outcome,Next relative Timestamp,Duration to Outcome,Activity Suffix,Resource Suffix
0,Helpdesk,Evermann,0.7877976298332214,0.22440476715564728,0.8107143044471741,0.9940476417541504,,,,
1,Helpdesk,Tax_Spezialized,0.788095235824585,,,0.9940476417541504,7.660085201263428,7.085095405578613,,
2,Helpdesk,Tax_Shared,0.7979166507720947,,,0.9940476417541504,4.9394378662109375,6.647477626800537,,
3,Helpdesk,Tax_Mixed,0.29553571343421936,,,0.9940476417541504,14.854344367980957,7.448516368865967,,
4,Helpdesk,Camargo_Spezialized,0.7883928418159485,0.34375,0.8107143044471741,0.9940476417541504,7.764425754547119,6.708864212036133,,
5,Helpdesk,Camargo_concat,0.5625,0.43244048953056335,0.8107143044471741,0.9940476417541504,7.603454113006592,6.761094093322754,,
6,Helpdesk,Camargo_fullconcat,0.7925595045089722,0.43244048953056335,0.8107143044471741,0.9940476417541504,5.50740909576416,7.320868015289307,,
7,Helpdesk,MiDA,0.5291666388511658,0.4318452477455139,0.8107143044471741,0.9940476417541504,4.873739719390869,6.948934555053711,,
8,Helpdesk,MPPN,0.8047618865966797,0.6901785731315613,0.850595235824585,0.9940476417541504,5.181168556213379,6.579135894775391,,
9,Mobis,Evermann,0.8417695164680481,0.16291901469230652,0.07450642436742783,0.797977864742279,,,,
10,Mobis,Tax_Spezialized,0.6622970700263977,,,0.797977864742279,4.49577522277832,28.94001007080078,,
11,Mobis,Tax_Shared,0.9320001006126404,,,0.8185181617736816,1.7772630453109741,20.48479461669922,,
12,Mobis,Tax_Mixed,0.5141772627830505,,,0.797977864742279,1.8718161582946777,20.317873001098633,,
13,Mobis,Camargo_Spezialized,0.7843906283378601,0.16291901469230652,0.07450642436742783,0.797977864742279,5.185308933258057,27.839624404907227,,
14,Mobis,Camargo_concat,0.8455012440681458,0.16291901469230652,0.07450642436742783,0.797977864742279,5.147471904754639,30.331375122070312,,
15,Mobis,Camargo_fullconcat,0.8122029900550842,0.16291901469230652,0.07450642436742783,0.797977864742279,4.268412113189697,24.64915657043457,,
16,Mobis,MiDA,0.4716933071613312,0.16291901469230652,0.07450642436742783,0.797977864742279,3.4668710231781006,24.625205993652344,,
17,Mobis,MPPN,0.9362421631813049,0.5001435279846191,0.13344815373420715,0.8106401562690735,4.794483661651611,21.42181968688965,,
18,BPIC12,Evermann,0.5329964756965637,0.14904165267944336,0.1721937507390976,0.4166666567325592,,,,
19,BPIC12,Tax_Spezialized,0.7072065472602844,,,0.4166666567325592,0.7697622179985046,7.467345237731934,,
20,BPIC12,Tax_Shared,0.81181800365448,,,0.4564237594604492,0.6871424913406372,6.662421226501465,,
21,BPIC12,Tax_Mixed,0.7830439209938049,,,0.4166666567325592,0.3865474760532379,6.5572991371154785,,
22,BPIC12,Camargo_Spezialized,0.7258990406990051,0.14904165267944336,0.1721937507390976,0.4166666567325592,1.0126428604125977,7.804845333099365,,
23,BPIC12,Camargo_concat,0.7860565781593323,0.47241199016571045,0.1721937507390976,0.4166666567325592,0.7015911936759949,7.789968490600586,,
24,BPIC12,Camargo_fullconcat,0.8280671834945679,0.5604895949363708,0.1721937507390976,0.4166666567325592,0.37248218059539795,6.5974884033203125,,
25,BPIC12,MiDA,0.7092466354370117,0.14904165267944336,0.1721937507390976,0.4166666567325592,0.6290105581283569,6.581445217132568,,
26,BPIC12,MPPN,0.8503178954124451,0.7725116014480591,0.31165194511413574,0.5260935425758362,0.8695648312568665,6.812872886657715,,
27,BPIC12_A,Evermann,0.42763566970825195,0.4697442352771759,0.2373674362897873,0.3756498098373413,,,,
28,BPIC12_A,Tax_Spezialized,0.2720939815044403,,,0.3756498098373413,1.2257016897201538,7.581281661987305,,
29,BPIC12_A,Tax_Shared,0.7547307014465332,,,0.4913703501224518,1.3723163604736328,7.647531986236572,,
30,BPIC12_A,Tax_Mixed,0.2720939815044403,,,0.3756498098373413,1.985342264175415,8.24716567993164,,
31,BPIC12_A,Camargo_Spezialized,0.7331045866012573,0.4697442352771759,0.2373674362897873,0.3756498098373413,1.9962247610092163,7.684204578399658,,
32,BPIC12_A,Camargo_concat,0.427427738904953,0.4697442352771759,0.2373674362897873,0.3756498098373413,2.335314989089966,7.8058342933654785,,
33,BPIC12_A,Camargo_fullconcat,0.6174880266189575,0.4697442352771759,0.2373674362897873,0.3756498098373413,1.5788627862930298,7.637453079223633,,
34,BPIC12_A,MiDA,0.2720939815044403,0.4697442352771759,0.2373674362897873,0.3756498098373413,1.4390546083450317,7.6229634284973145,,
35,BPIC12_A,MPPN,0.7530671954154968,0.6804949045181274,0.3400914967060089,0.5181950330734253,1.3678349256515503,7.629854202270508,,
36,BPIC12_O,Evermann,0.7108433842658997,0.08586727827787399,0.18148785829544067,0.5109963417053223,,,,
37,BPIC12_O,Tax_Spezialized,0.6934404373168945,,,0.5109963417053223,2.1496191024780273,8.258281707763672,,
38,BPIC12_O,Tax_Shared,0.8234844207763672,,,0.5109963417053223,2.1582963466644287,7.828039646148682,,
39,BPIC12_O,Tax_Mixed,0.6519411206245422,,,0.5109963417053223,2.0920748710632324,8.389598846435547,,
40,BPIC12_O,Camargo_Spezialized,0.7871485948562622,0.36680054664611816,0.18148785829544067,0.5109963417053223,2.170198917388916,8.146100044250488,,
41,BPIC12_O,Camargo_concat,0.8238669037818909,0.3673742711544037,0.18148785829544067,0.5109963417053223,2.190371513366699,8.052998542785645,,
42,BPIC12_O,Camargo_fullconcat,0.784280002117157,0.46050870418548584,0.18148785829544067,0.5109963417053223,2.0902647972106934,7.635380268096924,,
43,BPIC12_O,MiDA,0.5362402200698853,0.06578695774078369,0.18148785829544067,0.5109963417053223,2.148254871368408,7.752606391906738,,
44,BPIC12_O,MPPN,0.8269267678260803,0.6314783096313477,0.19104991853237152,0.5111876130104065,2.511823892593384,7.8747663497924805,,
45,BPIC12_Wc,Evermann,0.7737056612968445,0.10437962412834167,0.1104462742805481,0.4353029131889343,,,,
46,BPIC12_Wc,Tax_Spezialized,0.6737305521965027,,,0.4353029131889343,1.9666845798492432,7.954714298248291,,
47,BPIC12_Wc,Tax_Shared,0.7737887501716614,,,0.5661929845809937,1.6334737539291382,7.330999851226807,,
48,BPIC12_Wc,Tax_Mixed,0.7737887501716614,,,0.4353029131889343,1.5844124555587769,7.451455593109131,,
49,BPIC12_Wc,Camargo_Spezialized,0.7737887501716614,0.10437962412834167,0.1104462742805481,0.4353029131889343,1.7625871896743774,8.262389183044434,,
50,BPIC12_Wc,Camargo_concat,0.8145931959152222,0.10437962412834167,0.1104462742805481,0.4353029131889343,1.9053378105163574,8.321532249450684,,
51,BPIC12_Wc,Camargo_fullconcat,0.7732900977134705,0.10437962412834167,0.12598687410354614,0.516828715801239,1.771661639213562,7.397618293762207,,
52,BPIC12_Wc,MiDA,0.8269758224487305,0.10437962412834167,0.13928364217281342,0.4353029131889343,1.763775110244751,7.4233293533325195,,
53,BPIC12_Wc,MPPN,0.823734700679779,0.22338569164276123,0.15956120193004608,0.5656112432479858,1.71916663646698,7.499538421630859,,
54,BPIC13_CP,Evermann,0.3105110824108124,0.08582449704408646,0.21118611097335815,1.0,,,,
55,BPIC13_CP,Tax_Spezialized,0.5245901346206665,,,1.0,49.07560729980469,135.3563690185547,,
56,BPIC13_CP,Tax_Shared,0.5168756246566772,,,1.0,49.597625732421875,175.14755249023438,,
57,BPIC13_CP,Tax_Mixed,0.3105110824108124,,,1.0,112.88827514648438,176.8945770263672,,
58,BPIC13_CP,Camargo_Spezialized,0.5226615071296692,0.08582449704408646,0.21118611097335815,1.0,51.333038330078125,133.9769287109375,,
59,BPIC13_CP,Camargo_concat,0.5159112811088562,0.08582449704408646,0.21118611097335815,1.0,58.479454040527344,137.46388244628906,,
60,BPIC13_CP,Camargo_fullconcat,0.5255544781684875,0.07618129253387451,0.21118611097335815,1.0,68.11221313476562,132.5784149169922,,
61,BPIC13_CP,MiDA,0.2999035716056824,0.08582449704408646,0.21118611097335815,1.0,53.89325714111328,139.75198364257812,,
62,BPIC13_CP,MPPN,0.550626814365387,0.208293154835701,0.212150439620018,1.0,51.99872589111328,123.8542251586914,,
63,BPIC17_O,Evermann,0.8176010847091675,0.07618984580039978,0.20665916800498962,0.5185344815254211,,,,
64,BPIC17_O,Tax_Spezialized,0.6624743342399597,,,0.4625670313835144,3.530405044555664,9.60059928894043,,
65,BPIC17_O,Tax_Shared,0.8176010847091675,,,0.5190309286117554,3.506129503250122,9.464598655700684,,
66,BPIC17_O,Tax_Mixed,0.8176010847091675,,,0.4625670313835144,3.850770950317383,9.927063941955566,,
67,BPIC17_O,Camargo_Spezialized,0.8176010847091675,0.06424174457788467,0.19196398556232452,0.5190640091896057,3.5795116424560547,9.583369255065918,,
68,BPIC17_O,Camargo_concat,0.8176010847091675,0.06424174457788467,0.19196398556232452,0.5105910897254944,3.648601770401001,9.585197448730469,,
69,BPIC17_O,Camargo_fullconcat,0.8176010847091675,0.06424174457788467,0.19196398556232452,0.5176408290863037,3.5260438919067383,9.515009880065918,,
70,BPIC17_O,MiDA,0.8805520534515381,0.06424174457788467,0.19196398556232452,0.8273648023605347,3.3283019065856934,8.927943229675293,,
71,BPIC17_O,MPPN,0.8176010847091675,0.5766201019287109,0.2094724327325821,0.5185344815254211,3.564100742340088,9.513129234313965,,
72,BPIC20_RFP,Evermann,0.6029931306838989,0.8372288346290588,0.9579619765281677,0.9572893977165222,,,,
73,BPIC20_RFP,Tax_Spezialized,0.8491676449775696,,,0.9572893977165222,2.1572418212890625,5.983823299407959,,
74,BPIC20_RFP,Tax_Shared,0.8489995002746582,,,0.9572893977165222,2.010462999343872,5.476286888122559,,
75,BPIC20_RFP,Tax_Mixed,0.2128804475069046,,,0.9572893977165222,6.736673831939697,8.561129570007324,,
76,BPIC20_RFP,Camargo_Spezialized,0.7914915084838867,0.7889692187309265,0.9579619765281677,0.9572893977165222,2.523599624633789,5.929539203643799,,
77,BPIC20_RFP,Camargo_concat,0.8276441693305969,0.9973095655441284,0.9579619765281677,0.9572893977165222,2.449950695037842,6.149654865264893,,
78,BPIC20_RFP,Camargo_fullconcat,0.7906507253646851,0.9973095655441284,0.9579619765281677,0.9572893977165222,2.807471752166748,5.774107933044434,,
79,BPIC20_RFP,MiDA,0.6342693567276001,0.9969732761383057,0.9579619765281677,0.9572893977165222,2.632833957672119,5.889581203460693,,
80,BPIC20_RFP,MPPN,0.8498402833938599,0.997141420841217,0.9579619765281677,0.9571212530136108,2.540138006210327,5.576005935668945,,
